Numero di iscrizione all'albo,Denominazione,Data iscrizione,Numero delibera,Data cessazione,Municipalità,Attività,Scopo / intenti,Indirizzo,Email,Sito web,Presidente,Data domanda,Protocollo domanda,Telefono,Fiscale codice,Iva partita
100,ASSOCIAZIONE CULTURALE TEATRO A L'AVOGARIA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,"Combattere le forme di emarginazione attraverso attività culturali, ricreative ecc.",Calle Briati 9 30141 - Murano - Venezia,,,Zampirollo Giuseppina,13-02-92,PG/1992/18553,41736988,94007500278,
101,ASSOCIAZIONE NAZIONALE COMBATTENTI E REDUCI SEZIONE DI MALCONTENTA,06-10-92,168,,MARGHERA,Solidarietà / Promozione sociale,Promuovere e svolgere attività di ricerca e sperimentazione scenica,Dorsoduro 1617 30123 - Venezia,info@teatroavogaria.it,www.teatroavogaria.it,Poli Picozzi Carla,13-02-92,PG/1992/18645,415209270,80010360271,
102,POLISPORTIVA MIVE MANIFESTAZIONI INTERAZIENDALI VE,06-10-92,168,13-10-08,MARGHERA,Sport,Glorificazione dei caduti in guerra,Via Malcanton 22 30175 - Marghera - Venezia,,,Pennacchio Valentino,12-02-92,PG/1992/17877,41698610,90020690278,
103,SOCIETÀ CRAZY ROCK,06-10-92,,,MESTRE CARPENEDO,Sport,,,,,,,,,,
104,ASSOCIAZIONE DIFESA CONSUMATORI - ADICO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuovere la diffusione della pratica sportiva,Via Antonio Da Pordenone 13 30174 - Mestre - Venezia,,,Sambo Emanuela,12-02-92,PG/1992/17590,41978318,90019890277,
105,FEDERAZIONE FEMMINILE ESSERE,06-10-92,168,,MESTRE CARPENEDO,Cultura,"Promuovere attività di studio, di ricerca che interessano il cittadino consumatore",Via Volturno 33 30173 - Mestre - Venezia,venezia@associazionedifesaconsumatori.it,www.associazionedifesaconsumatori.it,Garofolini Carlo,12-02-92,PG/1992/18132,415349637,90019430272,
106,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA TERRAGLIO,06-10-92,168,,MESTRE CARPENEDO,Sport,Iniziatrive culturali e sportive,Corte Lindoro 18 30173 - Mestre - Venezia,essereve@gmail.com,,Catullo Daniela,12-02-92,PG/1992/18131,415316801,90018880279,
107,SOCIETÀ SPORTIVA JUDO CLUB MESTRE,06-10-92,168,23-01-20,MESTRE CARPENEDO,Sport,Promuovere lo sport in genere,Via Arturo Penello 5/7 30174 - Mestre - Venezia,info@terraglio.com,,Giorgi Davide,11-02-92,PG/1992/17407,41942534,2001600275,2001600275
108,ASSOCIAZIONE CULTURALE TEATRO EL CAMPIELO,06-10-92,,,CHIRIGNAGO ZELARINO,Cultura,,,,,,,,,,
109,ASSOCIAZIONE CIRCOLO ARCI TERRAGLIO,06-10-92,168,13-10-08,MESTRE CARPENEDO,Cultura,Divulgare il dialetto attraverso commedie in vernacolo veneziano,Via Trieste 170 30174 - Mestre - Venezia,,,Belgrado Franco,11-02-92,PG/1992/16976,41916686,90032900277,2829890272
110,ASSOCIAZIONE CULTURALE AVA - ATTORI VENETI ASSOCIA,06-10-92,,,FAVARO VENETO,Cultura,,,,,,,,,,
111,CIRCOLO RICREATIVO AZIENDALE CRAL BANCA NAZIONALEDELLE COMUNICAZIONI - FILIALI DI MESTRE E VENEZIA,06-10-92,168,13-10-08,MESTRE CARPENEDO,Cultura,Divulgazione e studio della letteratura teatrale italiana,Via delle Felci 44 30173 - Favaro Veneto - Venezia,,,Milani Roberto,11-02-92,PG/1992/16768,41903466,90004130275,
112,SOCIETÀ POLISPORTIVA BISSUOLA,06-10-92,,,MESTRE CARPENEDO,Sport,,,,,,,,,,
113,ASSOCIAZIONE GRUPPO GINNICO SPORTIVO Q. 10 ASD,06-10-92,168,,FAVARO VENETO,Sport,Attività sportive in genere,Via Bissagola 16/b 30173 - Mestre - Venezia,info@polisportivabissuola.it,www.polisportivabissuola.it,De Toni Cristian,11-02-92,PG/1992/16733,415347883,90017700270,2733960278
114,ASSOCIAZIONE CALCIO GAZZERA - CHIRIGNAGO,06-10-92,168,10-11-03,CHIRIGNAGO ZELARINO,Sport,Attività volta a portare gli atleti ad una attività agonistica elevata,Piazzale Bernardino Zendrini 7 30173 - Favaro Veneto - Venezia,ggsq10@yahoo.it,,Donatella Danieli,11-02-92,PG/1992/16746,41903440,82008580274,
115,SOCIETÀ BOCCIOFILA DANTE A.,06-10-92,,,MESTRE CARPENEDO,Sport,,,,,,,,,,
116,SOCIETÀ AMATORI BASKET CLUB MESTRE,06-10-92,168,,MESTRE CARPENEDO,Sport,Praticare il gioco delle bocce,Via Montenero 43 c/o Bar Sangria 30171 - Mestre - Venezia,,,Favaretto Danilo,11-02-92,PG/1992/17055,,90017640278,
117,CIRCOLO AUSER A.P.S. AMATORI BOCCE PARCO RODARI,06-10-92,168,,CHIRIGNAGO ZELARINO,Sport,Promuovere e divulgare la pallacanestro,Via Tartini 6/7 30173 - Mestre - Venezia,,,Giomo Nicola,11-02-92,PG/1992/17285,41974852,90013490272,2344870270
118,GRUPPO ANZIANI AUTOGESTITO QUARTIERE 13,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuovere il gioco delle bocce,Via Miranese 400 (Parco Rodari) 30174 - Mestre - Venezia,circolo.rodari@auser.ve.it,,Loris Scaggiante,11-02-92,PG/1992/17277,415441331,90023820278,
119,ASSOCIAZIONE SPORTIVA ARTI MARZIALI MESTRE - ASAM(EXTADASHI),06-10-92,168,05-10-17,MESTRE CARPENEDO,Sport,"Combattere forme di emarginazione attraverso attività ricreative, culturali ecc.",Via Poerio 1 30174 - Mestre - Venezia,,,Saddemi Biagino Giuseppe,11-02-92,PG/1992/17287,,90009650277,
120,GRUPPO ANZIANI AUTOGESTITO D. MUNARETTO,06-10-92,,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,,,,,,,,,,
121,COMPAGNIA SP SEMPRE PRONTI,06-10-92,168,,FAVARO VENETO,Cultura,"Combattere forme di emarginazione attraverso attività ricreative, culturali ecc.",Via Pomi 3 30174 - Mestre - Venezia,gianc.penzo@virgilio.it,,Elio Borotto,13-02-92,PG/1992/18795,41680645,90010350271,
122,ASSOCIAZIONE SPORTIVA SPAZIA,06-10-92,168,13-10-08,,Sport,Promuovere la cultura teatrale,Via Orlanda 89 30173 - Favaro Veneto - Venezia,,,Berto Guido,13-02-92,PG/1992/18686,,90008460272,
123,GRUPPO AUTONOMO ANZIANI BORGOFORTE,06-10-92,,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,,,,,,,,,,
124,GRUPPO AUTONOMO ANZIANI DON STURZO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Combattere forme di emarginazione attraverso attività culturali, ricreative ecc.",Via Borgoforte 12 30174 - Mestre - Venezia,,,Pavan Bertillo,13-02-92,PG/1992/18663,,90010520279,
125,SOCIETÀ VENEZIA MESTRE RUGBY FOOTBALL CLUB,06-10-92,168,07-03-18,FAVARO VENETO,Sport,"Combattere forme di emarginazione attraverso attività culturali, ricreative ecc.",Viale Don Luigi Sturzo 21 30174 - Mestre - Venezia,,,Manetti Elisabetta,13-02-92,PG/1992/18664,,90010550276,
126,GRUPPO AUTONOMO ANZIANI LE CAVE,06-10-92,,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,,,,,,,,,,
127,ASSOCIAZIONE SPAZIO 2,06-10-92,168,,MESTRE CARPENEDO,Sport,"Combattere forme di emarginazione attraverso attività culturali, ricreative ecc.",Via Don Luigi Sturzo 21 30173 - Mestre - Venezia,,,Maritan Morino,13-02-92,PG/1992/18666,,90010560275,
128,GRUPPO ANZIANI AUTOGESTITO 3 PRIMAVERA,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Praticare gli sport: yoga, shiatsu, ginnatica, danza ecc.",Calle del Sale 56 30174 - Mestre - Venezia,federicadepol@inwind.it,,Conte Caterina,13-02-92,PG/1992/18554,41635228,,2192790273
129,SOCIETÀ BOCCIOFILA TERRAGLIO,06-10-92,168,,MESTRE CARPENEDO,Sport,"Combattere forme di emarginazione attraverso attività ricreative, culturali ecc.",Via Terraglio 43 30174 - Mestre - Venezia,,,Breda Aldo,13-02-92,PG/1992/18513,,90011530277,
130,COOPERATIVA LIMOSA - OPERATORI NATURALISTI,06-10-92,168,,MARGHERA,Tutela dell'ambiente,Promuovere il gioco delle bocce,Via Filippo Scarante 1 30174 - Mestre - Venezia,bocciofila2020@gmail.com,,Gianni Bastianello,13-02-92,PG/1992/18510,415020630,90007500276,
131,ASSOCIAZIONE ANZIANI AUTOGESTITA IL RITROVO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Difesa del patrimonio ecologico, artistico, culturale",Via Toffoli 5 30175 - Marghera - Venezia,limosa@limosa.it,,Manzi Roberta,13-02-92,PG/1992/18213,41932003,,2225560271
132,UNIVERSITÀ DELLA TERZA ETÀ VENEZIA-MESTRE,06-10-92,168,,MESTRE CARPENEDO,Cultura,"Combattere forme di emarginazione attraverso attività ricreative, culturali, ecc.",Via del Rigo 14 30174 - Mestre - Venezia,,,Albrizzi Giulio,15-02-92,PG/1992/20023,415347224,90010680271,
133,ASSOCIAZIONE CIZETA BASKET MESTRE,06-10-92,168,,CHIRIGNAGO ZELARINO,Sport,Promuovere attività culturali e sociali mediante corsi e laboratori,Via Poerio 1 30171 - Mestre - Venezia,unitre.mestre@universitadellaterzaeta1.191.it,,Pozzi Andrea,15-02-92,PG/1992/19852,41950844,90010740273,
134,ASSOCIAZIONE SPAZIO CULTURA,06-10-92,168,13-10-08,MESTRE CARPENEDO,Cultura,Praticare il gioco della pallacanestro,Via Guglielmo Ciardi 4 30174 - Mestre - Venezia,,,Ponsillo Romano,15-02-92,PG/1992/20087,41942759,,1703280279
135,GRUPPO A.G.E.S.C.I. MARGHERA 1,06-10-92,,,MARGHERA,Solidarietà / Promozione sociale,,,,,,,,,,
136,GRUPPO VOLONTARI DI ZELARINO,06-10-92,168,24-05-18,CHIRIGNAGO ZELARINO,,Contribuire alla formazione di ragazzi/e secondo il metodo dello scoutismo,Via Padre Egidio Gelain 1 30175 - Marghera - Venezia,marghera1@veneto.agesci.it,,Anna frasson,15-02-92,PG/1992/20021,,90006850276,
137,GRUPPO DI RICERCA STORICA,06-10-92,,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,,,,,,,,,,
138,ASSOCIAZIONE ANZIANI LA GRANDE FAMIGLIA DI PADRE FRANCESCO TOMBOLATO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuovere ricerche storico-culturali da parte degli anziani del Quartiere sul Quartiere stesso.,Via Gazzera Alta 44 30174 - Mestre - Venezia,walter.libe@virgilio.it,,Liberalato Walter,15-02-92,PG/1992/20201,418020824,90014430277,
139,PARROCCHIA MADONNA DELLA SALUTE MARGHERA,06-10-92,168,,MARGHERA,Solidarietà / Promozione sociale,"Promuovere iniziative a carattere spirituale, ricreative, culturali e assistenza in favore di anziani",Via Aleardo Aleardi 61 c/o Parrocchia Sacro Cuore 30172 - Mestre - Venezia,,,Virzi Sergio,15-02-92,PG/1992/19971,41984279,90022010277,
140,ASSOCIAZIONE ANTEL CIRCOLO DI VENEZIA-MESTRE,06-10-92,168,,MESTRE CARPENEDO,Cultura,Attività di carattere solidale e di promozione socialle,Via Trieste 140 30175 - Marghera - Venezia,,,Gasparotto Lio,21-04-92,PG/1992/53750,41920075,94012610278,
141,PATRONATO PIERGIORGIO FRASSATI GAZZERA,06-10-92,168,,CHIRIGNAGO ZELARINO,Cultura,"Promuovere attività del tempo libero con manifestazioni culturali, turistiche, sportive ecc.",Via Sappada 4 30174 - Mestre - Venezia,,,Marzinotto Loris,14-02-92,PG/1992/19437,,,0
142,ASSOCIAZIONE PENSIONATI VIGILI URBANI,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Attività di carattere culturale, ricreative, ecc.",Via Asseggiano 2 30174 - Mestre - Venezia,patronato@parrocchiagazzera.it,,Borghello Claudio,21-04-92,PG/1992/53711,41913210,90030120274,
143,GRUPPO ANZIANI AUTOGESTITO FARSI PROSSIMO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Tutelare in base alla normativa vigente il diritto e il rispetto delle istituzioni,San Marco 3980 c/o Comando Polizia Municipale 30124 - Venezia,,,Zanetti Paolo,14-02-92,PG/1992/19412,,90115880271,
144,GRUPPO SPORTIVO VOGA VENETA MESTRE,06-10-92,168,,MESTRE CARPENEDO,Sport,"Combattere forme di emarginazione attraverso attività ricreative, culturali ecc.",Viale San Marco 80/D 30173 - Mestre - Venezia,,,Pallaro Amelia,14-02-92,PG/1992/19407,41972337,90020310273,
145,ASSOCIAZIONE PER LA RETINITE PIGMENTOSA RP ITALIA,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Diffondere e praticare la voga,Punta San Giuliano 18 30173 - Mestre - Venezia,sede@vogavenetamestre.it,www.vogavenetamestre.it,Maguolo Silvia,14-02-92,PG/1992/19059,415312659,90002110279,
146,A.S.D. SHIN-BU-KAN KARATE MARGHERA,06-10-92,168,,MARGHERA,Sport,Sviluppare la conoscenza e la ricerca contro la retinite pigmentosa,Via San Donà 216 c/o Mariotto Renato 30174 - Mestre - Venezia,,,Nusca Romano,14-02-92,PG/1992/19051,41615585,,0
147,COMITATO CITTADINO TERRITORIALE - 12 MAGGIO CCT 12,06-10-92,168,,MESTRE CARPENEDO,Cultura,Divulgare le arti marziali,Piazza Mercato 36 30175 - Marghera - Venezia,,,Panisson Mario Walter,14-02-92,PG/1992/19248,41932778,94004450279,
148,ASSOCIAZIONE SPORTIVA UISP TORTUGA ASD,06-10-92,168,,FAVARO VENETO,Sport,"Attività culturali, ricreative ecc.",Via Giovanni Pigozzi 2 30173 - Mestre - Venezia,,,Bozzetto Angelo,14-02-92,PG/1992/19131,,,0
149,CIRCOLO LAGUNA CENTER AFFILIATO ALL'AICS,06-10-92,168,,MESTRE CARPENEDO,Sport,Attività sportiva in genere,ViaChiarin 8 30173 - Campalto,mariannabassano65@gmail.com,,Marianna Bassano,14-02-92,PG/1992/19156,,90005890273,
150,F.I.B. COMITATO PROVINCIALE DI VENEZIA,06-10-92,168,,CHIRIGNAGO ZELARINO,Sport,"Promuove attività di tempo libero nei settori dello sport, della cultura e del turismo.",Via Giovanni Felisati 54/B 30171 - Mestre - Venezia,,,Marras Francesco,14-02-92,PG/1992/19056,41961951,90017930273,
151,SOCIETÀ BOCCIOFILA CRAL  AMIU,06-10-92,168,22-12-08,MESTRE CARPENEDO,Sport,Promuovere e diffondere il gioco delle bocce,Via del Gazzato 4 30174 - Mestre - Venezia,venezia@federbocce.it,,Bacchin Arnaldo,14-02-92,PG/1992/19281,415067399,94005980274,
152,ASSOCIAZIONE GRUPPO ANZIANI E PENSIONATI Q. 10,06-10-92,,,FAVARO VENETO,Solidarietà / Promozione sociale,,,,,,,,,,
153,ASSOCIAZIONE CALLE DELLA MANDOLA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,"Combattere forme di emarginazione attraverso attività ricreative, culturali ecc.",Via Gobbi 19/A 30173 - Favaro Veneto - Venezia,,,Reggio Franco,14-02-92,PG/1992/19285,,90009420275,
154,ASSOCIAZIONE SPORTIVA AL FAILONI,06-10-92,168,,MESTRE CARPENEDO,Sport,"Studio, sviluppo, rilancio delle attività artigianali",San Marco 3789 30124 - Venezia,,,Carraro Danilo,15-02-92,PG/1992/20281,415204258,94014010279,
155,ASSOCIAZIONE ITALIANA TRADUTTORI ED INTERPRETI AITI,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,"Diffondere attività sportive: karate, kung-fu",Via Torino 107/A 30172 - Mestre - Venezia,,,Failoni Sandro,15-02-92,PG/1992/19774,415316600,90025940272,2572520274
156,AUTOMOBILE CLUB VENEZIA,06-10-92,168,,MESTRE CARPENEDO,Cultura,Promuovere la formazione dei traduttori e degli interpreti,Dorsoduro 1262/A c/o Unesco Roste 30123 - Venezia,,,Fumagalli Grisi Antonia,15-02-92,PG/1992/19719,41719163,,0
157,CALCIO VENEZIA S.R.L.,06-10-92,168,,VENEZIA MURANO BURANO,Sport,Studiare i problemi di natura automobilistica,Via Ca Marcello 67/d 30172 - Mestre - Venezia,,,Capuis Giorgio,15-02-92,PG/1992/19885,415310362,,185920279
158,ASSOCIAZIONE MEDICO SPORTIVA VENEZIANA,06-10-92,168,,LIDO PELLESTRINA,Cultura,Preparazione e gestione di squadre di calcio,San Marco 3987/A 30124 - Venezia,,,Ferro Renzo,15-02-92,PG/1992/19883,415208593,2276870272,2276870272
159,ASSOCIAZIONE COMUNITÀ EMMAUS,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Formazione, divulgazione delle conoscenze medico-sportive",Via Nicola Jenson 40 30126 - Lido - Venezia,,,Stravridis Alessandro,15-02-92,PG/1992/19881,,,0
160,ASSOCIAZIONE CULTURALE ITALIA GRECIA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,Operare nel campo del disadattamento e dellemarginazione,San Marco 1830 Sede Amministrativa 30124 - Venezia,,,Pistolato Dino,15-02-92,PG/1992/19978,415203444,94011230276,
161,ASSOCIAZIONE CULTURALE BANDA MUSICALE G.VERDI PELL,06-10-92,168,23-02-17,LIDO PELLESTRINA,Cultura,Promuovere lo scambio e la collaborazione culturale fra Italia e Grecia,Cannaregio 458 30121 - Venezia,,,Tagliapietra Marino,15-02-92,PG/1992/19879,3491958342,94013990273,
162,ASSOCIAZIONE FONDAZIONE ELENA FONTANARI,06-10-92,,13-10-08,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,,,,,,,,,,
163,ASSOCIAZIONE ITALIANA ALBERGHI PER LA GIOVENTÙ,06-10-92,,,VENEZIA MURANO BURANO,Cultura,,,,,,,,,,
164,GRUPPO SPORTIVO REAL SAN MARCO,06-10-92,168,,MESTRE CARPENEDO,Sport,Creare e gestire attività per la gioventù,Calle dei Amai 197/I 30125 - Venezia,aig.veneto@aighostels.com,,Giorio Antonio,15-02-92,PG/1992/20074,415204414,483300588,905291001
165,ASSOCIAZIONE PRO LOCO FARO VALLE DOLCE CAVALLINO,06-10-92,168,13-01-14,,Cultura,Gestire squadra di calcio,Via Hermada 9 30173 - Mestre - Venezia,,,Geminian Dino,15-02-92,PG/1992/20068,0415204414-041974654,82010020277,1666240278
166,AICS POLISPORTIVA MESTRE,06-10-92,,24-09-15,MESTRE CARPENEDO,Sport,,,,,,,,,,
167,SCUOLA GRANDA SAN MARCO,06-10-92,,,VENEZIA MURANO BURANO,Cultura,,,,,,,,,,
168,ASSOCIAZIONE SPORTIVA VENETIADI,06-10-92,168,,VENEZIA MURANO BURANO,Sport,Promuovere e coordinare ogni iniziativa volta a recupere i valori civili e culturali,San Polo 1085 30125 - Venezia,,,Todeschini Bruno,17-02-92,PG/1992/20555,4186617,80016100275,
169,ASSOCIAZIONE CIVICA MALAMOCCO,06-10-92,168,,LIDO PELLESTRINA,Cultura,"Organizzare manifestazioni sportive, ricreative",San Polo 1085 30125 - Venezia,,,Zucchiatti Giuseppe,17-02-92,PG/1992/20552,,94002850272,
170,CIRCOLO CANOTTIERI DIADORA,06-10-92,168,,LIDO PELLESTRINA,Sport,Migliorare i mezzi ed i modi con i quali i soci impegnano il tempo libero,Rio Terrà 38 30126 - Lido - Venezia,,,Useli  Francesco,17-02-92,PG/1992/20615,,94006850278,
171,SOCIETÀ BOCCIOFILA LIDENSE,06-10-92,168,,LIDO PELLESTRINA,Sport,Promuovere il canottaggio e lattività remiera,Via Sandro Gallo 136/B 30126 - Lido - Venezia,canottieridiadora@gmail.com,,Borgo Giovanni,17-02-92,PG/1992/20599,415265742,94002300278,
172,DOPOLAVORO DIPENDENTI COMUNE DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,Sviluppare il gioco delle bocce,Via Quattro Fontane 30126 - Lido - Venezia,,,Valdo Mario,17-02-92,PG/1992/20550,415265298,,0
173,ASSOCIAZIONE SUORE MANTELLATE SERVE DI MARIA DI PISTOIA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Promuovere e gestire iniziative socio-assistenziali, culturali, sportive ecc.",San Marco 4137 30124 - Venezia,,,Franzoso Giuseppe,17-02-92,PG/1992/20973,412708259,94010140278,
174,FONDAZIONE RELIGIOSA OPERA S.MARIA DELLA CARITÀ,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Conoscere e diffondere principi ed azioni educative della famiglia,Calle Buccari 10 30132 - Venezia,,,M.Alfonsina (Ferracin Elisa),17-02-92,PG/1992/20839,415220829,,336090477
175,ASSOCIAZIONE PER LO STUDIO E LO SVILUPPO DELLA CULTURA MURANESE,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,Istruzione ed educazione cristiana dellinfanzia,San Marco 1830 30124 - Venezia,segreteria@osmc.org,www.osmc.org,Cannizzaro Corrado,17-02-92,PG/1992/20807,413420511,,612690271
176,ASSOCIAZIONE PROVINCIALE DEI DOCENTI DI DISCIPLINA ECONOMICO-GIURIDICHE DELLA PROVINCIA DI VENEZIA AIDEG,06-10-92,168,,MARGHERA,Cultura,Promuovere lo studio e lo sviluppo della cultura muranese,Calle Briati 9 30141 - Murano - Venezia,,,Sarpellon Giovanni,17-02-92,PG/1992/20490,41736727,94008790274,
177,GRUPPO GIOVANI,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,Tutelare e sviluppare la professionalità dei docenti in ogni sede e ad ogni livello,Piazzale Giovannacci 14 30175 - Marghera - Venezia,,,Tondo Angela,17-02-92,PG/1992/20484,41935445,90020880275,
178,GRUPPO ANZIANI AUTOGESTITO DELLA GIUDECCA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Promuovere attività culturali, sociali, assistenziali, sportive e ricreative",Cannaregio 4901 30121 - Venezia,,,Manfrin Maurizio,17-02-92,PG/1992/20479,,,0
179,ASSOCIAZIONE CULTURALE EL FUGHERO,06-10-92,168,,LIDO PELLESTRINA,Cultura,"Combattere forme di emarginazione con attività ricreative, culturali ecc.",Giudecca - Fondamenta Zitelle 63 30133 - Venezia,,,Bianco Italo,17-02-92,PG/1992/20433,412960054,94010210279,
180,TENNIS CLUB MESTRE,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuovere tutto ciò di cui la persona ha bisogno per  raggiungere una completa maturazione di se stesso,Via della Laguna 275 30126 - Pellestrina - Venezia,,,Scarpa Natale,17-02-92,PG/1992/20422,,94001240277,
181,SOCIETA' COOPERATIVA SOCIALI LIBERTA' ONLUS,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,Praticare lattività tennistica,Via Olimpia 12 30174 - Mestre - Venezia,tcmestre@libero.it,,Pea Roberto,17-02-92,PG/1992/210896,41989611,770930279,
182,POLISPORTIVA UISP MESTRE TONI BEVILACQUA,06-10-92,168,,MESTRE CARPENEDO,Sport,"Migliora la posizione economica, sociale e morale dei propri associati; inserisce al lavoro persone con handicap psichico-fisico-sensoriale.",Via Gazzera Alta 44 30174 - Mestre - Venezia,info@cooperativaliberta.org,,Baldo Laura,15-02-92,PG/1992/1447,41917508,703690271,
183,CIRCOLO SPORTIVO MUGENDO KICH BOXING,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuovere attività sportiva e culturale in genere,Via Tevere 91 30171 - Mestre - Venezia,,,Turcati Moira,17-02-92,PG/1992/20579,,90005850277,
184,ASSOCIAZIONE NAUTICA SPORTIVA CULTURALE PUNTA LUNGA,06-10-92,168,,FAVARO VENETO,Sport,Promuovere attività sportive,Riviera Marco Polo 11/A 30173 - Mestre - Venezia,,,Visentin Bruno,17-02-92,PG/1992/20493,41986083,90015490270,
185,GRUPPO ANZIANI AUTOGESTITO LA BARCHESSA,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,"Promuovere e diffondere attività sportive, nautiche, caccia-pesca, con riguardo alla nautica da diporto",Via Bazzera 8 30173 - Favaro Veneto - Venezia,,,Agnoletto Ugo,17-02-92,PG/1992/20364,,90006930276,
186,SOCIETÀ CLUB PATTINATORI MESTRE,06-10-92,168,10-02-03,MESTRE CARPENEDO,Sport,"Combattere forme di emarginazione con attività di carattere ricreativo, culturale ecc.",Via Gazzera Alta 44 30174 - Mestre - Venezia,,,Vanin Vittorio,17-02-92,PG/1992/20508,41915342,90014720271,
187,ASSOCIAZIONE CULTURALE TEATRALE QUESTA NAVE,06-10-92,,,MARGHERA,Cultura,,,,,,,,,,
188,GRUPPO ANZIANI AUTOGESTITO CA' EMILIANI,06-10-92,168,,MARGHERA,Solidarietà / Promozione sociale,Operare nel campo del teatro di ricerca,Via Luigi Pasini 5/A 30175 - Marghera - Venezia,info@questanave.com,www.questanave.com,Varvarà Antonino,17-02-92,PG/1992/20898,41932421,2414710273,2414710273
189,GRUPPO ANZIANI AUTOGESTITO PRIMAVERA,06-10-92,168,,MARGHERA,Cultura,"Combattere forme di emarginazione con attività di carattere culturale, ricreativo ecc.",Via Don Luigi Orione 3 30175 - Marghera - Venezia,,,Errico Battista,17-02-92,PG/1992/21020,41925809,94017510275,
190,ASSOCIAZIONE DI VOLONTARIATO L.PASTEUR,06-10-92,168,,MARGHERA,Solidarietà / Promozione sociale,"combattere forme di emarginazione con attività di carattere ricreativo, culturale ecc.",Via Pier Fortunato Calvi 45 30175 - Marghera - Venezia,,,Don Maurizio,17-02-92,PG/1992/21026,,90180660277,
